user_id,item_id
118,10
118,7
118,18
118,5
118,18
119,10
119,7
119,5
120,10
120,7
120,5
121,10
121,7
121,8
121,1
121,15
121,6
121,13
121,16
121,20
121,22
121,12
121,15
121,13
121,16
121,22
121,12
121,15
121,13
121,16
121,22
121,22
121,22
121,22
121,22
121,22
121,22
121,12
121,15
121,13
121,16
121,22
121,12
121,15
121,13
121,16
121,22
121,22
121,22
121,22
121,22
121,22
121,22
121,22
121,22
121,22
121,22
121,12
121,15
121,13
121,16
121,22
121,22
121,22
121,17
121,22
121,23
121,23
121,23
121,23
121,21
121,21
121,21
121,23
121,23
121,23
121,23
121,23
121,23
121,23
121,23
121,2
121,3
121,9
121,11
121,23
122,10
122,7
122,5
123,10
123,7
123,5
124,10
124,7
124,8
124,18
124,20
124,1
124,6
124,15
124,13
124,16
124,20
124,12
124,15
124,13
124,16
124,22
124,17
124,22
124,23
124,21
124,21
124,21
124,21
124,21
124,21
124,21
124,21
124,21
124,21
124,21
124,21
124,5
124,14
124,23
125,10
125,7
125,5
125,18
126,10
126,7
126,5
126,18
127,10
127,7
127,8
127,20
127,20
127,1
127,15
127,6
127,13
127,16
127,20
127,22
127,22
127,17
127,22
127,11
127,2
127,3
127,9
127,23
128,10
128,7
128,5
129,10
129,7
129,8
129,20
129,20
129,1
129,6
129,15
129,13
129,16
129,20
129,17
129,22
129,23
129,21
129,21
129,21
129,21
129,21
129,21
129,11
129,2
129,3
129,9
129,21
130,10
130,7
130,8
130,1
130,6
130,15
130,13
130,16
130,20
130,22
130,22
130,17
130,22
130,3
130,11
130,2
130,9
130,23
131,10
131,7
131,8
131,20
131,20
131,20
131,20
131,20
131,20
131,20
131,20
131,20
131,20
131,20
131,4
132,10
132,7
132,8
132,1
132,6
132,15
132,13
132,16
132,20
132,22
132,22
132,22
132,22
132,22
132,22
132,22
132,22
132,22
132,22
132,22
132,4
132,12
133,10
133,7
133,8
133,20
133,1
133,15
133,6
133,13
133,16
133,20
133,22
133,22
133,12
133,15
133,13
133,16
133,22
133,17
133,22
133,23
133,21
133,21
133,21
133,12
133,15
133,13
133,16
133,21
133,21
133,21
133,17
133,21
133,23
133,11
133,2
133,3
133,9
133,23
134,10
134,7
134,8
134,20
134,20
134,1
134,6
134,15
134,13
134,16
134,20
134,22
134,12
134,15
134,13
134,16
134,22
134,22
134,22
134,22
134,17
134,22
134,2
134,3
134,9
134,11
134,23
135,10
135,7
135,8
135,1
135,20
135,5
135,20
136,10
136,7
136,8
136,1
136,15
136,6
136,13
136,16
136,20
136,17
136,22
136,11
136,2
136,3
136,9
136,23
137,10
137,7
137,5
138,10
138,7
138,8
138,18
138,20
138,4
138,20
139,10
139,7
139,5
139,18
140,10
140,7
140,5
140,18
141,10
141,7
141,18
141,8
141,18
141,20
141,20
141,20
141,20
141,20
141,4
141,20
142,10
142,7
142,5
142,18
143,10
143,7
143,5
143,18
144,10
144,7
144,5
144,18
145,10
145,7
145,8
145,20
145,20
145,1
145,6
145,15
145,13
145,16
145,20
145,22
145,22
145,17
145,22
145,12
145,15
145,13
145,16
145,23
145,21
145,21
145,12
145,15
145,13
145,16
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,21
145,17
145,21
145,23
145,23
145,21
145,21
145,21
145,23
145,12
145,15
145,13
145,16
145,21
145,21
145,21
145,21
145,17
145,21
145,23
145,3
145,11
145,2
145,9
145,23
146,10
146,7
146,5
146,18
147,10
147,7
147,8
147,18
147,20
147,20
147,4
147,20
148,10
148,7
148,8
148,20
148,1
148,6
148,15
148,13
148,16
148,20
148,12
148,15
148,13
148,16
148,22
148,17
148,22
148,2
148,3
148,9
148,11
148,23
149,10
149,7
149,8
149,20
149,20
149,20
149,1
149,6
149,15
149,13
149,16
149,20
149,17
149,22
149,3
149,9
149,11
149,2
149,23
150,10
150,7
150,8
150,20
150,20
150,20
150,20
150,20
150,20
150,20
150,20
150,20
150,20
150,20
150,20
150,20
150,20
150,1
150,20
150,20
150,4
151,10
151,7
151,8
151,18
151,20
151,20
151,20
151,20
151,20
151,20
151,20
151,20
151,20
151,20
151,20
151,20
151,20
151,20
151,4
152,10
152,7
152,8
152,20
152,20
152,20
152,20
152,20
152,20
152,1
152,6
152,15
152,13
152,16
152,20
152,22
152,22
152,17
152,22
152,5
152,14
152,23
153,10
153,7
153,5
154,10
154,7
154,8
154,20
154,20
154,20
154,20
154,20
154,20
154,1
154,6
154,15
154,13
154,16
154,20
154,12
154,15
154,13
154,16
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,22
154,4
154,12
155,10
155,7
155,5
155,18
156,10
156,7
156,5
157,10
157,7
157,8
157,18
157,1
157,6
157,15
157,13
157,16
157,20
157,22
157,17
157,22
157,23
157,21
157,21
157,21
157,23
157,23
157,21
157,4
157,12
157,21
158,10
158,7
158,5
159,10
159,7
159,5
160,10
160,7
160,8
160,20
160,20
160,20
160,20
160,20
160,20
160,20
160,20
160,20
160,20
160,20
160,20
160,4
161,10
161,7
161,8
161,1
161,6
161,15
161,13
161,16
161,20
161,12
161,15
161,13
161,16
161,22
161,22
161,22
161,22
161,4
161,12
161,22
162,10
162,7
162,5
163,10
163,7
163,8
163,18
163,5
163,20
164,10
164,7
164,5
165,10
165,7
165,5
166,10
166,7
166,8
166,18
166,4
166,20
167,10
167,7
167,8
167,18
167,20
167,20
167,20
167,4
167,20
168,10
168,7
168,18
168,18
168,8
168,18
168,20
168,5
168,20
169,10
169,7
169,5
169,18
170,10
170,7
170,8
170,18
170,20
170,20
170,20
170,20
170,5
170,20
171,10
171,7
171,5
172,10
172,7
172,8
172,18
172,20
172,20
172,20
172,20
172,20
172,4
172,20
173,10
173,7
173,8
173,20
173,20
173,1
173,6
173,15
173,13
173,16
173,20
173,12
173,15
173,13
173,16
173,22
173,22
173,17
173,22
173,23
173,21
173,21
173,21
173,21
173,2
173,3
173,9
173,11
173,23
174,10
174,7
174,18
174,8
174,18
174,5
174,20
175,10
175,7
175,5
176,10
176,7
176,5
177,10
177,7
177,5
177,18
178,10
178,7
178,8
178,20
178,1
178,6
178,15
178,13
178,16
178,20
178,4
178,12
178,22
179,10
179,7
179,5
179,18
180,10
180,7
180,8
180,18
180,20
180,1
180,15
180,6
180,13
180,16
180,20
180,22
180,22
180,22
180,22
180,22
180,22
180,17
180,22
180,23
180,21
180,21
180,21
180,21
180,21
180,21
180,5
180,14
180,21
181,10
181,7
181,8
181,18
181,5
181,20
182,10
182,7
182,8
182,18
182,5
182,20
183,10
183,7
183,5
183,18
184,10
184,7
184,8
184,20
184,20
184,20
184,20
184,20
184,20
184,20
184,20
184,20
184,20
184,20
184,20
184,20
184,20
184,5
184,20
185,10
185,7
185,8
185,20
185,1
185,6
185,15
185,13
185,16
185,20
185,22
185,22
185,22
185,17
185,22
185,23
185,23
185,23
185,21
185,21
185,2
185,3
185,9
185,11
185,23
186,10
186,7
186,8
186,20
186,20
186,20
186,1
186,6
186,15
186,13
186,16
186,20
186,17
186,22
186,23
186,2
186,3
186,9
186,11
186,23
187,10
187,7
187,8
187,18
187,5
187,20
188,10
188,7
188,8
188,18
188,20
188,20
188,1
188,15
188,6
188,13
188,16
188,20
188,22
188,17
188,22
188,23
188,21
188,21
188,21
188,21
188,21
188,5
188,14
188,23
189,10
189,7
189,18
189,8
189,18
189,20
189,1
189,15
189,6
189,13
189,16
189,20
189,22
189,22
189,22
189,22
189,22
189,12
189,15
189,13
189,16
189,22
189,22
189,22
189,22
189,22
189,22
189,17
189,22
189,23
189,21
189,21
189,21
189,21
189,21
189,21
189,3
189,11
189,2
189,9
189,23
190,10
190,7
190,5
191,10
191,7
191,8
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,20
191,1
191,6
191,15
191,13
191,16
191,20
191,22
191,22
191,22
191,22
191,22
191,22
191,22
191,4
191,12
191,22
192,10
192,7
192,5
192,18
193,10
193,7
193,5
194,10
194,7
194,8
194,1
194,6
194,15
194,13
194,16
194,20
194,4
194,12
194,22
195,10
195,7
195,5
195,18
196,10
196,7
196,8
196,1
196,6
196,15
196,13
196,16
196,20
196,17
196,22
196,23
196,23
196,23
196,21
196,21
196,2
196,3
196,9
196,11
196,23
197,10
197,7
197,8
197,1
197,4
197,20
198,10
198,7
198,8
198,18
198,20
198,20
198,20
198,1
198,6
198,15
198,13
198,16
198,20
198,22
198,22
198,22
198,22
198,22
198,22
198,4
198,12
198,22
199,10
199,7
199,8
199,18
199,1
199,6
199,15
199,13
199,16
199,20
199,12
199,15
199,13
199,16
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,22
199,4
199,12
200,10
200,7
200,8
200,18
200,20
200,5
200,20
201,10
201,7
201,5
201,18
202,10
202,7
202,8
202,18
202,20
202,5
202,20
203,10
203,7
203,8
203,20
203,20
203,20
203,20
203,1
203,6
203,15
203,13
203,16
203,20
203,22
203,17
203,22
203,23
203,23
203,21
203,2
203,3
203,9
203,11
203,23
204,10
204,7
204,8
204,20
204,1
204,6
204,15
204,13
204,16
204,20
204,22
204,22
204,22
204,22
204,22
204,22
204,22
204,22
204,22
204,22
204,4
204,12
205,10
205,7
205,8
205,20
205,20
205,20
205,20
205,1
205,6
205,15
205,13
205,16
205,20
205,22
205,17
205,22
205,23
205,21
205,21
205,21
205,21
205,23
205,11
205,2
205,3
205,9
205,23
206,10
206,7
206,5
207,10
207,7
207,8
207,18
207,5
207,20
208,10
208,7
208,8
208,20
208,1
208,6
208,15
208,13
208,16
208,20
208,22
208,22
208,17
208,22
208,23
208,11
208,2
208,3
208,9
208,23
209,10
209,7
209,8
209,18
209,1
209,6
209,15
209,13
209,16
209,20
209,22
209,22
209,22
209,17
209,22
209,23
209,21
209,21
209,21
209,21
209,23
209,23
209,21
209,21
209,12
209,15
209,13
209,16
209,21
209,21
209,21
209,17
209,21
209,23
209,11
209,2
209,3
209,9
209,21
210,10
210,7
210,5
211,10
211,7
211,8
211,1
211,6
211,15
211,13
211,16
211,20
211,17
211,22
211,23
211,21
211,21
211,21
211,21
211,21
211,21
211,21
211,21
211,21
211,21
211,21
211,21
211,2
211,3
211,9
211,11
211,23
212,10
212,7
212,5
212,18
213,10
213,7
213,8
213,1
213,6
213,15
213,13
213,16
213,20
213,12
213,15
213,13
213,16
213,22
213,22
213,22
213,22
213,22
213,22
213,22
213,4
213,12
213,22
214,10
214,7
214,5
214,18
215,10
215,7
215,5
215,18
216,10
216,7
216,8
216,20
216,1
216,6
216,15
216,13
216,16
216,20
216,22
216,22
216,22
216,22
216,17
216,22
216,12
216,15
216,13
216,16
216,23
216,21
216,21
216,21
216,21
216,21
216,21
216,21
216,21
216,21
216,21
216,21
216,21
216,21
216,21
216,17
216,21
216,5
216,14
216,23
217,10
217,7
217,18
217,8
217,18
217,20
217,20
217,20
217,20
217,20
217,20
217,4
217,20
218,10
218,7
218,5
218,18
219,10
219,7
219,8
219,1
219,6
219,15
219,13
219,16
219,20
219,22
219,12
219,15
219,13
219,16
219,22
219,22
219,4
219,12
219,22
220,10
220,7
220,5
221,10
221,7
221,5
222,10
222,7
222,18
222,18
222,18
222,18
222,18
222,18
222,18
222,5
222,18
223,10
223,7
223,8
223,20
223,20
223,1
223,6
223,15
223,13
223,16
223,20
223,22
223,22
223,4
223,12
223,22
224,10
224,7
224,8
224,1
224,6
224,15
224,13
224,16
224,20
224,12
224,15
224,13
224,16
224,22
224,22
224,17
224,22
224,23
224,23
224,21
224,21
224,21
224,21
224,21
224,21
224,21
224,12
224,15
224,13
224,16
224,23
224,21
224,2
224,3
224,9
224,11
224,21
225,10
225,7
225,8
225,1
225,6
225,15
225,13
225,16
225,20
225,17
225,22
225,23
225,3
225,11
225,2
225,9
225,23
226,10
226,7
226,8
226,20
226,1
226,6
226,15
226,13
226,16
226,20
226,22
226,17
226,22
226,23
226,5
226,14
226,23
227,10
227,7
227,5
228,10
228,7
228,8
228,1
228,6
228,15
228,13
228,16
228,20
228,17
228,22
228,5
228,14
228,23
229,10
229,7
229,8
229,20
229,1
229,6
229,15
229,13
229,16
229,20
229,22
229,22
229,22
229,22
229,22
229,22
229,22
229,22
229,17
229,22
229,23
229,23
229,21
229,21
229,21
229,21
229,23
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,21
229,23
229,23
229,5
229,14
229,23
230,10
230,7
230,8
230,18
230,5
230,20
231,10
231,7
231,8
231,18
231,20
231,1
231,6
231,15
231,13
231,16
231,20
231,22
231,22
231,22
231,22
231,22
231,22
231,17
231,22
231,23
231,5
231,14
231,23
232,10
232,7
232,8
232,1
232,6
232,15
232,13
232,16
232,20
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,22
232,4
232,12
233,10
233,7
233,8
233,20
233,20
233,20
233,20
233,1
233,6
233,15
233,13
233,16
233,20
233,22
233,12
233,15
233,13
233,16
233,22
233,22
233,17
233,22
233,23
233,21
233,21
233,21
233,3
233,9
233,11
233,2
233,23
234,10
234,7
234,5
235,10
235,7
235,8
235,1
235,15
235,6
235,13
235,16
235,20
235,22
235,17
235,22
235,2
235,3
235,9
235,11
235,23
236,10
236,7
236,8
236,18
236,20
236,20
236,20
236,20
236,20
236,20
236,20
236,20
236,20
236,1
236,6
236,15
236,13
236,16
236,20
236,22
236,22
236,22
236,22
236,17
236,22
236,23
236,21
236,21
236,21
236,5
236,14
236,23
237,10
237,7
237,8
237,20
237,20
237,20
237,20
237,20
237,20
237,20
237,20
237,4
238,10
238,7
238,8
238,18
238,1
238,6
238,15
238,13
238,16
238,20
238,22
238,17
238,22
238,23
238,23
238,21
238,21
238,21
238,2
238,3
238,9
238,11
238,23
239,10
239,7
239,5
240,10
240,7
240,8
240,20
240,1
240,6
240,15
240,13
240,16
240,20
240,17
240,22
240,2
240,3
240,9
240,11
240,23
241,10
241,7
241,8
241,20
241,20
241,20
241,4
241,20
242,10
242,7
242,8
242,18
242,1
242,20
242,6
242,15
242,13
242,16
242,20
242,22
242,22
242,12
242,15
242,13
242,16
242,22
242,22
242,22
242,22
242,12
242,15
242,13
242,16
242,22
242,22
242,17
242,22
242,23
242,23
242,21
242,21
242,5
242,14
242,21
243,10
243,7
243,5
244,10
244,7
244,18
244,5
244,18
245,10
245,7
245,8
245,20
245,20
245,20
245,5
245,20
246,10
246,7
246,8
246,1
246,6
246,15
246,13
246,16
246,20
246,17
246,22
246,23
246,23
246,23
246,21
246,21
246,3
246,11
246,2
246,9
246,23
247,10
247,7
247,8
247,18
247,20
