case_id,activity,lifecycle,timestamp,event_idx,delta_prev_seconds,delta_start_seconds,delta_next_seconds,user_id,item_id
173706,A_PREACCEPTED,COMPLETE,2011-10-01 08:16:48.956000+00:00,2,1871.593,1871.682,0.887,7,8
173706,W_Afhandelen leads,COMPLETE,2011-10-01 08:16:49.843000+00:00,3,0.887,1872.569,5604.64,7,18
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 09:50:14.483000+00:00,4,5604.64,7477.209,221.286,7,20
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 09:53:55.769000+00:00,5,221.286,7698.495,11162.788,7,20
173706,A_DECLINED,COMPLETE,2011-10-01 12:59:58.557000+00:00,6,11162.788,18861.283,3.98,7,5
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 13:00:02.537000+00:00,7,3.98,18865.263,0.0,7,20
173709,A_SUBMITTED,COMPLETE,2011-10-01 07:57:42.994000+00:00,0,0.0,0.0,0.188,8,10
173709,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:57:43.182000+00:00,1,0.188,0.188,43.856,8,7
173709,A_PREACCEPTED,COMPLETE,2011-10-01 07:58:27.038000+00:00,2,43.856,44.044,1720.815,8,8
173709,W_Completeren aanvraag,COMPLETE,2011-10-01 08:27:07.853000+00:00,3,1720.815,1764.859,4554.77,8,20
173709,W_Completeren aanvraag,COMPLETE,2011-10-01 09:43:02.623000+00:00,4,4554.77,6319.629,799210.667,8,20
173709,W_Completeren aanvraag,COMPLETE,2011-10-10 15:43:13.290000+00:00,5,799210.667,805530.296,1873915.041,8,20
173709,W_Completeren aanvraag,COMPLETE,2011-11-01 08:15:08.331000+00:00,6,1873915.041,2679445.337,0.056,8,20
173709,A_CANCELLED,COMPLETE,2011-11-01 08:15:08.387000+00:00,7,0.056,2679445.393,0.0,8,4
173712,A_SUBMITTED,COMPLETE,2011-10-01 07:58:30.533000+00:00,0,0.0,0.0,0.145,9,10
173712,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:58:30.678000+00:00,1,0.145,0.145,714.059,9,7
173712,A_PREACCEPTED,COMPLETE,2011-10-01 08:10:24.737000+00:00,2,714.059,714.204,1.022,9,8
173712,W_Afhandelen leads,COMPLETE,2011-10-01 08:10:25.759000+00:00,3,1.022,715.226,10389.457,9,18
173712,W_Completeren aanvraag,COMPLETE,2011-10-01 11:03:35.216000+00:00,4,10389.457,11104.683,166433.889,9,20
173712,W_Completeren aanvraag,COMPLETE,2011-10-03 09:17:29.105000+00:00,5,166433.889,177538.572,12324.715,9,20
173712,A_CANCELLED,COMPLETE,2011-10-03 12:42:53.820000+00:00,6,12324.715,189863.287,1.764,9,4
173712,W_Completeren aanvraag,COMPLETE,2011-10-03 12:42:55.584000+00:00,7,1.764,189865.051,0.0,9,20
173715,A_SUBMITTED,COMPLETE,2011-10-01 07:59:10.501000+00:00,0,0.0,0.0,0.288,10,10
173715,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:59:10.789000+00:00,1,0.288,0.288,31.915,10,7
173715,A_PREACCEPTED,COMPLETE,2011-10-01 07:59:42.704000+00:00,2,31.915,32.203,6383.638,10,8
173715,W_Completeren aanvraag,COMPLETE,2011-10-01 09:46:06.342000+00:00,3,6383.638,6415.841,2306.445,10,20
173715,A_ACCEPTED,COMPLETE,2011-10-01 10:24:32.787000+00:00,4,2306.445,8722.286,347.769,10,1
173715,A_FINALIZED,COMPLETE,2011-10-01 10:30:20.556000+00:00,5,347.769,9070.055,-0.0,10,6
173715,O_SELECTED,COMPLETE,2011-10-01 10:30:20.556000+00:00,6,0.0,9070.055,1.224,10,15
173715,O_CREATED,COMPLETE,2011-10-01 10:30:21.780000+00:00,7,1.224,9071.279,0.026,10,13
173715,O_SENT,COMPLETE,2011-10-01 10:30:21.806000+00:00,8,0.026,9071.305,2.349,10,16
173715,W_Completeren aanvraag,COMPLETE,2011-10-01 10:30:24.155000+00:00,9,2.349,9073.654,619673.217,10,20
173715,W_Nabellen offertes,COMPLETE,2011-10-08 14:38:17.372000+00:00,10,619673.217,628746.871,159346.029,10,22
173715,O_SENT_BACK,COMPLETE,2011-10-10 10:54:03.401000+00:00,11,159346.029,788092.9,1.384,10,17
173715,W_Nabellen offertes,COMPLETE,2011-10-10 10:54:04.785000+00:00,12,1.384,788094.284,252679.835,10,22
173715,A_DECLINED,COMPLETE,2011-10-13 09:05:24.620000+00:00,13,252679.835,1040774.119,-0.0,10,5
173715,O_DECLINED,COMPLETE,2011-10-13 09:05:24.620000+00:00,14,0.0,1040774.119,3.462,10,14
173715,W_Valideren aanvraag,COMPLETE,2011-10-13 09:05:28.082000+00:00,15,3.462,1040777.581,0.0,10,23
173718,A_SUBMITTED,COMPLETE,2011-10-01 08:37:39.363000+00:00,0,0.0,0.0,0.294,11,10
173718,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 08:37:39.657000+00:00,1,0.294,0.294,41.31,11,7
173718,A_PREACCEPTED,COMPLETE,2011-10-01 08:38:20.967000+00:00,2,41.31,41.604,241.01,11,8
173718,A_ACCEPTED,COMPLETE,2011-10-01 08:42:21.977000+00:00,3,241.01,282.614,138.748,11,1
173718,A_FINALIZED,COMPLETE,2011-10-01 08:44:40.725000+00:00,4,138.748,421.362,-0.0,11,6
173718,O_SELECTED,COMPLETE,2011-10-01 08:44:40.725000+00:00,5,0.0,421.362,1.982,11,15
173718,O_CREATED,COMPLETE,2011-10-01 08:44:42.707000+00:00,6,1.982,423.344,0.027,11,13
173718,O_SENT,COMPLETE,2011-10-01 08:44:42.734000+00:00,7,0.027,423.371,1.22,11,16
173718,W_Completeren aanvraag,COMPLETE,2011-10-01 08:44:43.954000+00:00,8,1.22,424.591,15.02,11,20
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:44:58.974000+00:00,9,15.02,439.611,113.941,11,22
173718,O_CANCELLED,COMPLETE,2011-10-01 08:46:52.915000+00:00,10,113.941,553.552,-0.0,11,12
173718,O_SELECTED,COMPLETE,2011-10-01 08:46:52.915000+00:00,11,0.0,553.552,1.295,11,15
173718,O_CREATED,COMPLETE,2011-10-01 08:46:54.210000+00:00,12,1.295,554.847,0.023,11,13
173718,O_SENT,COMPLETE,2011-10-01 08:46:54.233000+00:00,13,0.023,554.87,2.398,11,16
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:46:56.631000+00:00,14,2.398,557.268,203.902,11,22
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:50:20.533000+00:00,15,203.902,761.17,14.171,11,22
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:50:34.704000+00:00,16,14.171,775.341,625263.268,11,22
173718,W_Nabellen offertes,COMPLETE,2011-10-08 14:31:37.972000+00:00,17,625263.268,626038.609,152607.012,11,22
173718,O_SENT_BACK,COMPLETE,2011-10-10 08:55:04.984000+00:00,18,152607.012,778645.621,2.468,11,17
173718,W_Nabellen offertes,COMPLETE,2011-10-10 08:55:07.452000+00:00,19,2.468,778648.089,265265.077,11,22
173718,W_Valideren aanvraag,COMPLETE,2011-10-13 10:36:12.529000+00:00,20,265265.077,1043913.166,1769.761,11,23
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 11:05:42.290000+00:00,21,1769.761,1045682.927,2854.024,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 11:53:16.314000+00:00,22,2854.024,1048536.951,11925.595,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:12:01.909000+00:00,23,11925.595,1060462.546,132.017,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:14:13.926000+00:00,24,132.017,1060594.563,12.186,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:14:26.112000+00:00,25,12.186,1060606.749,165785.376,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 13:17:31.488000+00:00,26,165785.376,1226392.125,5923.136,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 14:56:14.624000+00:00,27,5923.136,1232315.261,160597.287,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 11:32:51.911000+00:00,28,160597.287,1392912.548,3344.97,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 12:28:36.881000+00:00,29,3344.97,1396257.518,94667.365,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 14:46:24.246000+00:00,30,94667.365,1490924.883,3610.556,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 15:46:34.802000+00:00,31,3610.556,1494535.439,54406.57,11,21
173718,W_Valideren aanvraag,COMPLETE,2011-10-19 06:53:21.372000+00:00,32,54406.57,1548942.009,1420.323,11,23
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 07:17:01.695000+00:00,33,1420.323,1550362.332,437.4,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 07:24:19.095000+00:00,34,437.4,1550799.732,86773.868,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 07:30:32.963000+00:00,35,86773.868,1637573.6,366862.569,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-24 13:24:55.532000+00:00,36,366862.569,2004436.169,146862.883,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-26 06:12:38.415000+00:00,37,146862.883,2151299.052,90314.912,11,21
173718,A_APPROVED,COMPLETE,2011-10-27 07:17:53.327000+00:00,38,90314.912,2241613.964,-0.0,11,3
173718,O_ACCEPTED,COMPLETE,2011-10-27 07:17:53.327000+00:00,39,0.0,2241613.964,0.001,11,11
173718,A_ACTIVATED,COMPLETE,2011-10-27 07:17:53.328000+00:00,40,0.001,2241613.965,-0.0,11,2
173718,A_REGISTERED,COMPLETE,2011-10-27 07:17:53.328000+00:00,41,0.0,2241613.965,8.462,11,9
173718,W_Valideren aanvraag,COMPLETE,2011-10-27 07:18:01.790000+00:00,42,8.462,2241622.427,0.0,11,23
173721,A_SUBMITTED,COMPLETE,2011-10-01 09:07:34.279000+00:00,0,0.0,0.0,0.649,12,10
173721,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 09:07:34.928000+00:00,1,0.649,0.649,42.165,12,7
173721,A_PREACCEPTED,COMPLETE,2011-10-01 09:08:17.093000+00:00,2,42.165,42.814,619.225,12,8
173721,A_ACCEPTED,COMPLETE,2011-10-01 09:18:36.318000+00:00,3,619.225,662.039,131.287,12,1
173721,A_FINALIZED,COMPLETE,2011-10-01 09:20:47.605000+00:00,4,131.287,793.326,-0.0,12,6
173721,O_SELECTED,COMPLETE,2011-10-01 09:20:47.605000+00:00,5,0.0,793.326,1.421,12,15
173721,O_CREATED,COMPLETE,2011-10-01 09:20:49.026000+00:00,6,1.421,794.747,0.032,12,13
173721,O_SENT,COMPLETE,2011-10-01 09:20:49.058000+00:00,7,0.032,794.779,1.277,12,16
173721,W_Completeren aanvraag,COMPLETE,2011-10-01 09:20:50.335000+00:00,8,1.277,796.056,122.123,12,20
173721,W_Nabellen offertes,COMPLETE,2011-10-01 09:22:52.458000+00:00,9,122.123,918.179,601.913,12,22
173721,W_Nabellen offertes,COMPLETE,2011-10-01 09:32:54.371000+00:00,10,601.913,1520.092,270885.262,12,22
173721,W_Nabellen offertes,COMPLETE,2011-10-04 12:47:39.633000+00:00,11,270885.262,272405.354,154926.477,12,22
173721,O_SENT_BACK,COMPLETE,2011-10-06 07:49:46.110000+00:00,12,154926.477,427331.831,1.664,12,17
173721,W_Nabellen offertes,COMPLETE,2011-10-06 07:49:47.774000+00:00,13,1.664,427333.495,346581.697,12,22
173721,W_Valideren aanvraag,COMPLETE,2011-10-10 08:06:09.471000+00:00,14,346581.697,773915.192,835.456,12,23
173721,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 08:20:04.927000+00:00,15,835.456,774750.648,4948.05,12,21
173721,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 09:42:32.977000+00:00,16,4948.05,779698.698,9581.254,12,21
173721,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 12:22:14.231000+00:00,17,9581.254,789279.952,7571.3,12,21
173721,A_DECLINED,COMPLETE,2011-10-10 14:28:25.531000+00:00,18,7571.3,796851.252,-0.0,12,5
173721,O_DECLINED,COMPLETE,2011-10-10 14:28:25.531000+00:00,19,0.0,796851.252,4.387,12,14
173721,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 14:28:29.918000+00:00,20,4.387,796855.639,0.0,12,21
173724,A_SUBMITTED,COMPLETE,2011-10-01 09:52:14.305000+00:00,0,0.0,0.0,0.271,13,10
173724,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 09:52:14.576000+00:00,1,0.271,0.271,1213.024,13,7
173724,W_Afhandelen leads,COMPLETE,2011-10-01 10:12:27.600000+00:00,2,1213.024,1213.295,506.461,13,18
173724,A_PREACCEPTED,COMPLETE,2011-10-01 10:20:54.061000+00:00,3,506.461,1719.756,1.466,13,8
173724,W_Afhandelen leads,COMPLETE,2011-10-01 10:20:55.527000+00:00,4,1.466,1721.222,3973.236,13,18
173724,W_Completeren aanvraag,COMPLETE,2011-10-01 11:27:08.763000+00:00,5,3973.236,5694.458,2093.041,13,20
173724,W_Completeren aanvraag,COMPLETE,2011-10-01 12:02:01.804000+00:00,6,2093.041,7787.499,4395.903,13,20
173724,W_Completeren aanvraag,COMPLETE,2011-10-01 13:15:17.707000+00:00,7,4395.903,12183.402,159504.422,13,20
173724,W_Completeren aanvraag,COMPLETE,2011-10-03 09:33:42.129000+00:00,8,159504.422,171687.824,15275.34,13,20
173724,A_DECLINED,COMPLETE,2011-10-03 13:48:17.469000+00:00,9,15275.34,186963.164,3.036,13,5
173724,W_Completeren aanvraag,COMPLETE,2011-10-03 13:48:20.505000+00:00,10,3.036,186966.2,0.0,13,20
173727,A_SUBMITTED,COMPLETE,2011-10-01 10:08:46.663000+00:00,0,0.0,0.0,0.14,14,10
173727,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 10:08:46.803000+00:00,1,0.14,0.14,43.559,14,7
173727,A_DECLINED,COMPLETE,2011-10-01 10:09:30.362000+00:00,2,43.559,43.699,0.0,14,5
173730,A_SUBMITTED,COMPLETE,2011-10-01 10:36:08.943000+00:00,0,0.0,0.0,0.264,15,10
173730,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 10:36:09.207000+00:00,1,0.264,0.264,50.058,15,7
173730,A_PREACCEPTED,COMPLETE,2011-10-01 10:36:59.265000+00:00,2,50.058,50.322,4712.725,15,8
173730,W_Completeren aanvraag,COMPLETE,2011-10-01 11:55:31.990000+00:00,3,4712.725,4763.047,4780.45,15,20
173730,W_Completeren aanvraag,COMPLETE,2011-10-01 13:15:12.440000+00:00,4,4780.45,9543.497,966.948,15,20
173730,W_Completeren aanvraag,COMPLETE,2011-10-01 13:31:19.388000+00:00,5,966.948,10510.445,286.984,15,20
173730,A_ACCEPTED,COMPLETE,2011-10-01 13:36:06.372000+00:00,6,286.984,10797.429,241.882,15,1
173730,O_SELECTED,COMPLETE,2011-10-01 13:40:08.254000+00:00,7,241.882,11039.311,0.001,15,15
173730,A_FINALIZED,COMPLETE,2011-10-01 13:40:08.255000+00:00,8,0.001,11039.312,1.731,15,6
173730,O_CREATED,COMPLETE,2011-10-01 13:40:09.986000+00:00,9,1.731,11041.043,0.026,15,13
173730,O_SENT,COMPLETE,2011-10-01 13:40:10.012000+00:00,10,0.026,11041.069,2.269,15,16
173730,W_Completeren aanvraag,COMPLETE,2011-10-01 13:40:12.281000+00:00,11,2.269,11043.338,507.483,15,20
173730,W_Nabellen offertes,COMPLETE,2011-10-01 13:48:39.764000+00:00,12,507.483,11550.821,606700.815,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-08 14:20:20.579000+00:00,13,606700.815,618251.636,188946.211,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-10 18:49:26.790000+00:00,14,188946.211,807197.847,50257.542,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-11 08:47:04.332000+00:00,15,50257.542,857455.389,32883.358,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-11 17:55:07.690000+00:00,16,32883.358,890338.747,70932.989,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-12 13:37:20.679000+00:00,17,70932.989,961271.736,97103.315,15,22
