case_id,activity,lifecycle,timestamp,event_idx,delta_prev_seconds,delta_start_seconds,user_id,item_id
173691,W_Nabellen offertes,COMPLETE,2011-10-10 08:14:45.514000+00:00,18,1.739,785147.258,2,22
173691,W_Valideren aanvraag,COMPLETE,2011-10-10 09:30:54.893000+00:00,19,4569.379,789716.637,2,23
173691,W_Valideren aanvraag,COMPLETE,2011-10-10 12:14:13.394000+00:00,20,9798.501,799515.138,2,23
173691,O_ACCEPTED,COMPLETE,2011-10-10 12:17:26.306000+00:00,21,192.912,799708.05,2,11
173691,A_ACTIVATED,COMPLETE,2011-10-10 12:17:26.307000+00:00,22,0.001,799708.051,2,2
173691,A_APPROVED,COMPLETE,2011-10-10 12:17:26.307000+00:00,23,0.0,799708.051,2,3
173691,A_REGISTERED,COMPLETE,2011-10-10 12:17:26.307000+00:00,24,0.0,799708.051,2,9
173691,W_Valideren aanvraag,COMPLETE,2011-10-10 12:17:34.633000+00:00,25,8.326,799716.377,2,23
173694,A_SUBMITTED,COMPLETE,2011-10-01 06:10:30.287000+00:00,0,0.0,0.0,3,10
173694,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 06:10:30.591000+00:00,1,0.304,0.304,3,7
173694,A_PREACCEPTED,COMPLETE,2011-10-01 06:11:13.026000+00:00,2,42.435,42.739,3,8
173694,W_Completeren aanvraag,COMPLETE,2011-10-01 09:35:59.637000+00:00,3,12286.611,12329.35,3,20
173694,W_Completeren aanvraag,COMPLETE,2011-10-03 09:21:22.417000+00:00,4,171922.78,184252.13,3,20
173694,W_Completeren aanvraag,COMPLETE,2011-10-03 11:32:43.313000+00:00,5,7880.896,192133.026,3,20
173694,A_ACCEPTED,COMPLETE,2011-10-03 11:34:25.421000+00:00,6,102.108,192235.134,3,1
173694,A_FINALIZED,COMPLETE,2011-10-03 11:40:14.632000+00:00,7,349.211,192584.345,3,6
173694,O_SELECTED,COMPLETE,2011-10-03 11:40:14.632000+00:00,8,0.0,192584.345,3,15
173694,O_CREATED,COMPLETE,2011-10-03 11:40:15.605000+00:00,9,0.973,192585.318,3,13
173694,O_SENT,COMPLETE,2011-10-03 11:40:15.651000+00:00,10,0.046,192585.364,3,16
173694,W_Completeren aanvraag,COMPLETE,2011-10-03 11:40:17.062000+00:00,11,1.411,192586.775,3,20
173694,O_CANCELLED,COMPLETE,2011-10-03 11:44:17.619000+00:00,12,240.557,192827.332,3,12
173694,O_SELECTED,COMPLETE,2011-10-03 11:44:17.619000+00:00,13,0.0,192827.332,3,15
173694,O_CREATED,COMPLETE,2011-10-03 11:44:19.671000+00:00,14,2.052,192829.384,3,13
173694,O_SENT,COMPLETE,2011-10-03 11:44:19.719000+00:00,15,0.048,192829.432,3,16
173694,W_Nabellen offertes,COMPLETE,2011-10-03 11:44:21.261000+00:00,16,1.542,192830.974,3,22
173694,W_Nabellen offertes,COMPLETE,2011-10-10 14:47:18.803000+00:00,17,615777.542,808608.516,3,22
173694,W_Nabellen offertes,COMPLETE,2011-10-10 17:34:36.027000+00:00,18,10037.224,818645.74,3,22
173694,W_Nabellen offertes,COMPLETE,2011-10-14 16:16:42.245000+00:00,19,340926.218,1159571.958,3,22
173694,O_CANCELLED,COMPLETE,2011-10-17 17:43:53.587000+00:00,20,264431.342,1424003.3,3,12
173694,O_SELECTED,COMPLETE,2011-10-17 17:43:53.587000+00:00,21,0.0,1424003.3,3,15
173694,O_CREATED,COMPLETE,2011-10-17 17:43:55.219000+00:00,22,1.632,1424004.932,3,13
173694,O_SENT,COMPLETE,2011-10-17 17:43:55.387000+00:00,23,0.168,1424005.1,3,16
173694,W_Nabellen offertes,COMPLETE,2011-10-17 17:43:57.774000+00:00,24,2.387,1424007.487,3,22
173694,W_Nabellen offertes,COMPLETE,2011-10-25 08:50:48.186000+00:00,25,659210.412,2083217.899,3,22
173694,W_Nabellen offertes,COMPLETE,2011-10-26 16:50:22.004000+00:00,26,115173.818,2198391.717,3,22
173694,W_Nabellen offertes,COMPLETE,2011-10-29 10:41:29.569000+00:00,27,237067.565,2435459.282,3,22
173694,W_Nabellen offertes,COMPLETE,2011-11-01 13:55:35.020000+00:00,28,270845.451,2706304.733,3,22
173694,W_Nabellen offertes,COMPLETE,2011-11-01 16:21:02.356000+00:00,29,8727.336,2715032.069,3,22
173694,O_SENT_BACK,COMPLETE,2011-11-02 08:15:16.203000+00:00,30,57253.847,2772285.916,3,17
173694,W_Nabellen offertes,COMPLETE,2011-11-02 08:15:18.683000+00:00,31,2.48,2772288.396,3,22
173694,O_ACCEPTED,COMPLETE,2011-11-04 15:04:52.611000+00:00,32,197373.928,2969662.324,3,11
173694,A_ACTIVATED,COMPLETE,2011-11-04 15:04:52.612000+00:00,33,0.001,2969662.325,3,2
173694,A_APPROVED,COMPLETE,2011-11-04 15:04:52.612000+00:00,34,0.0,2969662.325,3,3
173694,A_REGISTERED,COMPLETE,2011-11-04 15:04:52.612000+00:00,35,0.0,2969662.325,3,9
173694,W_Valideren aanvraag,COMPLETE,2011-11-04 15:05:01.532000+00:00,36,8.92,2969671.245,3,23
173697,A_SUBMITTED,COMPLETE,2011-10-01 06:11:08.866000+00:00,0,0.0,0.0,4,10
173697,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 06:11:09.035000+00:00,1,0.169,0.169,4,7
173697,A_DECLINED,COMPLETE,2011-10-01 06:11:46.420000+00:00,2,37.385,37.554,4,5
173700,A_SUBMITTED,COMPLETE,2011-10-01 06:15:39.894000+00:00,0,0.0,0.0,5,10
173700,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 06:15:40.102000+00:00,1,0.208,0.208,5,7
173700,A_DECLINED,COMPLETE,2011-10-01 06:16:21.037000+00:00,2,40.935,41.143,5,5
173703,A_SUBMITTED,COMPLETE,2011-10-01 07:45:25.806000+00:00,0,0.0,0.0,6,10
173703,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:45:25.981000+00:00,1,0.175,0.175,6,7
173703,A_PREACCEPTED,COMPLETE,2011-10-01 07:46:18.211000+00:00,2,52.23,52.405,6,8
173703,W_Completeren aanvraag,COMPLETE,2011-10-01 09:40:24.141000+00:00,3,6845.93,6898.335,6,20
173703,A_CANCELLED,COMPLETE,2011-10-01 11:02:11.068000+00:00,4,4906.927,11805.262,6,4
173703,W_Completeren aanvraag,COMPLETE,2011-10-01 11:02:12.557000+00:00,5,1.489,11806.751,6,20
173706,A_SUBMITTED,COMPLETE,2011-10-01 07:45:37.274000+00:00,0,0.0,0.0,7,10
173706,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:45:37.363000+00:00,1,0.089,0.089,7,7
173706,A_PREACCEPTED,COMPLETE,2011-10-01 08:16:48.956000+00:00,2,1871.593,1871.682,7,8
173706,W_Afhandelen leads,COMPLETE,2011-10-01 08:16:49.843000+00:00,3,0.887,1872.569,7,18
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 09:50:14.483000+00:00,4,5604.64,7477.209,7,20
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 09:53:55.769000+00:00,5,221.286,7698.495,7,20
173706,A_DECLINED,COMPLETE,2011-10-01 12:59:58.557000+00:00,6,11162.788,18861.283,7,5
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 13:00:02.537000+00:00,7,3.98,18865.263,7,20
173709,A_SUBMITTED,COMPLETE,2011-10-01 07:57:42.994000+00:00,0,0.0,0.0,8,10
173709,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:57:43.182000+00:00,1,0.188,0.188,8,7
173709,A_PREACCEPTED,COMPLETE,2011-10-01 07:58:27.038000+00:00,2,43.856,44.044,8,8
173709,W_Completeren aanvraag,COMPLETE,2011-10-01 08:27:07.853000+00:00,3,1720.815,1764.859,8,20
173709,W_Completeren aanvraag,COMPLETE,2011-10-01 09:43:02.623000+00:00,4,4554.77,6319.629,8,20
173709,W_Completeren aanvraag,COMPLETE,2011-10-10 15:43:13.290000+00:00,5,799210.667,805530.296,8,20
173709,W_Completeren aanvraag,COMPLETE,2011-11-01 08:15:08.331000+00:00,6,1873915.041,2679445.337,8,20
173709,A_CANCELLED,COMPLETE,2011-11-01 08:15:08.387000+00:00,7,0.056,2679445.393,8,4
173712,A_SUBMITTED,COMPLETE,2011-10-01 07:58:30.533000+00:00,0,0.0,0.0,9,10
173712,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:58:30.678000+00:00,1,0.145,0.145,9,7
173712,A_PREACCEPTED,COMPLETE,2011-10-01 08:10:24.737000+00:00,2,714.059,714.204,9,8
173712,W_Afhandelen leads,COMPLETE,2011-10-01 08:10:25.759000+00:00,3,1.022,715.226,9,18
173712,W_Completeren aanvraag,COMPLETE,2011-10-01 11:03:35.216000+00:00,4,10389.457,11104.683,9,20
173712,W_Completeren aanvraag,COMPLETE,2011-10-03 09:17:29.105000+00:00,5,166433.889,177538.572,9,20
173712,A_CANCELLED,COMPLETE,2011-10-03 12:42:53.820000+00:00,6,12324.715,189863.287,9,4
173712,W_Completeren aanvraag,COMPLETE,2011-10-03 12:42:55.584000+00:00,7,1.764,189865.051,9,20
173715,A_SUBMITTED,COMPLETE,2011-10-01 07:59:10.501000+00:00,0,0.0,0.0,10,10
173715,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:59:10.789000+00:00,1,0.288,0.288,10,7
173715,A_PREACCEPTED,COMPLETE,2011-10-01 07:59:42.704000+00:00,2,31.915,32.203,10,8
173715,W_Completeren aanvraag,COMPLETE,2011-10-01 09:46:06.342000+00:00,3,6383.638,6415.841,10,20
173715,A_ACCEPTED,COMPLETE,2011-10-01 10:24:32.787000+00:00,4,2306.445,8722.286,10,1
173715,A_FINALIZED,COMPLETE,2011-10-01 10:30:20.556000+00:00,5,347.769,9070.055,10,6
173715,O_SELECTED,COMPLETE,2011-10-01 10:30:20.556000+00:00,6,0.0,9070.055,10,15
173715,O_CREATED,COMPLETE,2011-10-01 10:30:21.780000+00:00,7,1.224,9071.279,10,13
173715,O_SENT,COMPLETE,2011-10-01 10:30:21.806000+00:00,8,0.026,9071.305,10,16
173715,W_Completeren aanvraag,COMPLETE,2011-10-01 10:30:24.155000+00:00,9,2.349,9073.654,10,20
173715,W_Nabellen offertes,COMPLETE,2011-10-08 14:38:17.372000+00:00,10,619673.217,628746.871,10,22
173715,O_SENT_BACK,COMPLETE,2011-10-10 10:54:03.401000+00:00,11,159346.029,788092.9,10,17
173715,W_Nabellen offertes,COMPLETE,2011-10-10 10:54:04.785000+00:00,12,1.384,788094.284,10,22
173715,A_DECLINED,COMPLETE,2011-10-13 09:05:24.620000+00:00,13,252679.835,1040774.119,10,5
173715,O_DECLINED,COMPLETE,2011-10-13 09:05:24.620000+00:00,14,0.0,1040774.119,10,14
173715,W_Valideren aanvraag,COMPLETE,2011-10-13 09:05:28.082000+00:00,15,3.462,1040777.581,10,23
173718,A_SUBMITTED,COMPLETE,2011-10-01 08:37:39.363000+00:00,0,0.0,0.0,11,10
173718,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 08:37:39.657000+00:00,1,0.294,0.294,11,7
173718,A_PREACCEPTED,COMPLETE,2011-10-01 08:38:20.967000+00:00,2,41.31,41.604,11,8
173718,A_ACCEPTED,COMPLETE,2011-10-01 08:42:21.977000+00:00,3,241.01,282.614,11,1
173718,A_FINALIZED,COMPLETE,2011-10-01 08:44:40.725000+00:00,4,138.748,421.362,11,6
173718,O_SELECTED,COMPLETE,2011-10-01 08:44:40.725000+00:00,5,0.0,421.362,11,15
173718,O_CREATED,COMPLETE,2011-10-01 08:44:42.707000+00:00,6,1.982,423.344,11,13
173718,O_SENT,COMPLETE,2011-10-01 08:44:42.734000+00:00,7,0.027,423.371,11,16
173718,W_Completeren aanvraag,COMPLETE,2011-10-01 08:44:43.954000+00:00,8,1.22,424.591,11,20
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:44:58.974000+00:00,9,15.02,439.611,11,22
173718,O_CANCELLED,COMPLETE,2011-10-01 08:46:52.915000+00:00,10,113.941,553.552,11,12
173718,O_SELECTED,COMPLETE,2011-10-01 08:46:52.915000+00:00,11,0.0,553.552,11,15
173718,O_CREATED,COMPLETE,2011-10-01 08:46:54.210000+00:00,12,1.295,554.847,11,13
173718,O_SENT,COMPLETE,2011-10-01 08:46:54.233000+00:00,13,0.023,554.87,11,16
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:46:56.631000+00:00,14,2.398,557.268,11,22
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:50:20.533000+00:00,15,203.902,761.17,11,22
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:50:34.704000+00:00,16,14.171,775.341,11,22
173718,W_Nabellen offertes,COMPLETE,2011-10-08 14:31:37.972000+00:00,17,625263.268,626038.609,11,22
173718,O_SENT_BACK,COMPLETE,2011-10-10 08:55:04.984000+00:00,18,152607.012,778645.621,11,17
173718,W_Nabellen offertes,COMPLETE,2011-10-10 08:55:07.452000+00:00,19,2.468,778648.089,11,22
173718,W_Valideren aanvraag,COMPLETE,2011-10-13 10:36:12.529000+00:00,20,265265.077,1043913.166,11,23
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 11:05:42.290000+00:00,21,1769.761,1045682.927,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 11:53:16.314000+00:00,22,2854.024,1048536.951,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:12:01.909000+00:00,23,11925.595,1060462.546,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:14:13.926000+00:00,24,132.017,1060594.563,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:14:26.112000+00:00,25,12.186,1060606.749,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 13:17:31.488000+00:00,26,165785.376,1226392.125,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 14:56:14.624000+00:00,27,5923.136,1232315.261,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 11:32:51.911000+00:00,28,160597.287,1392912.548,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 12:28:36.881000+00:00,29,3344.97,1396257.518,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 14:46:24.246000+00:00,30,94667.365,1490924.883,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 15:46:34.802000+00:00,31,3610.556,1494535.439,11,21
173718,W_Valideren aanvraag,COMPLETE,2011-10-19 06:53:21.372000+00:00,32,54406.57,1548942.009,11,23
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 07:17:01.695000+00:00,33,1420.323,1550362.332,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 07:24:19.095000+00:00,34,437.4,1550799.732,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 07:30:32.963000+00:00,35,86773.868,1637573.6,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-24 13:24:55.532000+00:00,36,366862.569,2004436.169,11,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-26 06:12:38.415000+00:00,37,146862.883,2151299.052,11,21
173718,A_APPROVED,COMPLETE,2011-10-27 07:17:53.327000+00:00,38,90314.912,2241613.964,11,3
173718,O_ACCEPTED,COMPLETE,2011-10-27 07:17:53.327000+00:00,39,0.0,2241613.964,11,11
173718,A_ACTIVATED,COMPLETE,2011-10-27 07:17:53.328000+00:00,40,0.001,2241613.965,11,2
173718,A_REGISTERED,COMPLETE,2011-10-27 07:17:53.328000+00:00,41,0.0,2241613.965,11,9
173718,W_Valideren aanvraag,COMPLETE,2011-10-27 07:18:01.790000+00:00,42,8.462,2241622.427,11,23
173721,A_SUBMITTED,COMPLETE,2011-10-01 09:07:34.279000+00:00,0,0.0,0.0,12,10
173721,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 09:07:34.928000+00:00,1,0.649,0.649,12,7
173721,A_PREACCEPTED,COMPLETE,2011-10-01 09:08:17.093000+00:00,2,42.165,42.814,12,8
173721,A_ACCEPTED,COMPLETE,2011-10-01 09:18:36.318000+00:00,3,619.225,662.039,12,1
173721,A_FINALIZED,COMPLETE,2011-10-01 09:20:47.605000+00:00,4,131.287,793.326,12,6
173721,O_SELECTED,COMPLETE,2011-10-01 09:20:47.605000+00:00,5,0.0,793.326,12,15
173721,O_CREATED,COMPLETE,2011-10-01 09:20:49.026000+00:00,6,1.421,794.747,12,13
173721,O_SENT,COMPLETE,2011-10-01 09:20:49.058000+00:00,7,0.032,794.779,12,16
173721,W_Completeren aanvraag,COMPLETE,2011-10-01 09:20:50.335000+00:00,8,1.277,796.056,12,20
173721,W_Nabellen offertes,COMPLETE,2011-10-01 09:22:52.458000+00:00,9,122.123,918.179,12,22
173721,W_Nabellen offertes,COMPLETE,2011-10-01 09:32:54.371000+00:00,10,601.913,1520.092,12,22
173721,W_Nabellen offertes,COMPLETE,2011-10-04 12:47:39.633000+00:00,11,270885.262,272405.354,12,22
173721,O_SENT_BACK,COMPLETE,2011-10-06 07:49:46.110000+00:00,12,154926.477,427331.831,12,17
173721,W_Nabellen offertes,COMPLETE,2011-10-06 07:49:47.774000+00:00,13,1.664,427333.495,12,22
173721,W_Valideren aanvraag,COMPLETE,2011-10-10 08:06:09.471000+00:00,14,346581.697,773915.192,12,23
173721,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 08:20:04.927000+00:00,15,835.456,774750.648,12,21
173721,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 09:42:32.977000+00:00,16,4948.05,779698.698,12,21
173721,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 12:22:14.231000+00:00,17,9581.254,789279.952,12,21
173721,A_DECLINED,COMPLETE,2011-10-10 14:28:25.531000+00:00,18,7571.3,796851.252,12,5
173721,O_DECLINED,COMPLETE,2011-10-10 14:28:25.531000+00:00,19,0.0,796851.252,12,14
173721,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 14:28:29.918000+00:00,20,4.387,796855.639,12,21
173724,A_SUBMITTED,COMPLETE,2011-10-01 09:52:14.305000+00:00,0,0.0,0.0,13,10
173724,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 09:52:14.576000+00:00,1,0.271,0.271,13,7
173724,W_Afhandelen leads,COMPLETE,2011-10-01 10:12:27.600000+00:00,2,1213.024,1213.295,13,18
173724,A_PREACCEPTED,COMPLETE,2011-10-01 10:20:54.061000+00:00,3,506.461,1719.756,13,8
173724,W_Afhandelen leads,COMPLETE,2011-10-01 10:20:55.527000+00:00,4,1.466,1721.222,13,18
173724,W_Completeren aanvraag,COMPLETE,2011-10-01 11:27:08.763000+00:00,5,3973.236,5694.458,13,20
173724,W_Completeren aanvraag,COMPLETE,2011-10-01 12:02:01.804000+00:00,6,2093.041,7787.499,13,20
173724,W_Completeren aanvraag,COMPLETE,2011-10-01 13:15:17.707000+00:00,7,4395.903,12183.402,13,20
173724,W_Completeren aanvraag,COMPLETE,2011-10-03 09:33:42.129000+00:00,8,159504.422,171687.824,13,20
173724,A_DECLINED,COMPLETE,2011-10-03 13:48:17.469000+00:00,9,15275.34,186963.164,13,5
173724,W_Completeren aanvraag,COMPLETE,2011-10-03 13:48:20.505000+00:00,10,3.036,186966.2,13,20
173727,A_SUBMITTED,COMPLETE,2011-10-01 10:08:46.663000+00:00,0,0.0,0.0,14,10
173727,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 10:08:46.803000+00:00,1,0.14,0.14,14,7
173727,A_DECLINED,COMPLETE,2011-10-01 10:09:30.362000+00:00,2,43.559,43.699,14,5
173730,A_SUBMITTED,COMPLETE,2011-10-01 10:36:08.943000+00:00,0,0.0,0.0,15,10
173730,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 10:36:09.207000+00:00,1,0.264,0.264,15,7
173730,A_PREACCEPTED,COMPLETE,2011-10-01 10:36:59.265000+00:00,2,50.058,50.322,15,8
173730,W_Completeren aanvraag,COMPLETE,2011-10-01 11:55:31.990000+00:00,3,4712.725,4763.047,15,20
173730,W_Completeren aanvraag,COMPLETE,2011-10-01 13:15:12.440000+00:00,4,4780.45,9543.497,15,20
173730,W_Completeren aanvraag,COMPLETE,2011-10-01 13:31:19.388000+00:00,5,966.948,10510.445,15,20
173730,A_ACCEPTED,COMPLETE,2011-10-01 13:36:06.372000+00:00,6,286.984,10797.429,15,1
173730,O_SELECTED,COMPLETE,2011-10-01 13:40:08.254000+00:00,7,241.882,11039.311,15,15
173730,A_FINALIZED,COMPLETE,2011-10-01 13:40:08.255000+00:00,8,0.001,11039.312,15,6
173730,O_CREATED,COMPLETE,2011-10-01 13:40:09.986000+00:00,9,1.731,11041.043,15,13
173730,O_SENT,COMPLETE,2011-10-01 13:40:10.012000+00:00,10,0.026,11041.069,15,16
173730,W_Completeren aanvraag,COMPLETE,2011-10-01 13:40:12.281000+00:00,11,2.269,11043.338,15,20
173730,W_Nabellen offertes,COMPLETE,2011-10-01 13:48:39.764000+00:00,12,507.483,11550.821,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-08 14:20:20.579000+00:00,13,606700.815,618251.636,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-10 18:49:26.790000+00:00,14,188946.211,807197.847,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-11 08:47:04.332000+00:00,15,50257.542,857455.389,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-11 17:55:07.690000+00:00,16,32883.358,890338.747,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-12 13:37:20.679000+00:00,17,70932.989,961271.736,15,22
173730,W_Nabellen offertes,COMPLETE,2011-10-13 16:35:43.994000+00:00,18,97103.315,1058375.051,15,22
173730,O_SENT_BACK,COMPLETE,2011-10-14 08:21:08.195000+00:00,19,56724.201,1115099.252,15,17
173730,W_Nabellen offertes,COMPLETE,2011-10-14 08:21:10.086000+00:00,20,1.891,1115101.143,15,22
173730,W_Valideren aanvraag,COMPLETE,2011-10-19 11:20:05.181000+00:00,21,442735.095,1557836.238,15,23
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 11:32:57.273000+00:00,22,772.092,1558608.33,15,21
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 11:36:44.465000+00:00,23,227.192,1558835.522,15,21
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 17:11:47.711000+00:00,24,20103.246,1578938.768,15,21
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 06:10:36.080000+00:00,25,46728.369,1625667.137,15,21
173730,W_Valideren aanvraag,COMPLETE,2011-10-20 08:08:56.355000+00:00,26,7100.275,1632767.412,15,23
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 08:27:48.591000+00:00,27,1132.236,1633899.648,15,21
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 08:45:06.646000+00:00,28,1038.055,1634937.703,15,21
173730,W_Valideren aanvraag,COMPLETE,2011-10-20 10:00:47.010000+00:00,29,4540.364,1639478.067,15,23
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 10:32:33.048000+00:00,30,1906.038,1641384.105,15,21
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 11:52:22.540000+00:00,31,4789.492,1646173.597,15,21
173730,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 14:25:42.079000+00:00,32,9199.539,1655373.136,15,21
173730,W_Valideren aanvraag,COMPLETE,2011-10-21 04:15:05.392000+00:00,33,49763.313,1705136.449,15,23
173730,W_Valideren aanvraag,COMPLETE,2011-10-21 07:05:10.854000+00:00,34,10205.462,1715341.911,15,23
